Adaptive Defrost,ApplStandard,Brand,CEC_,CompartGrVol,CompartNetVol,CompartType,Configuration,Country,Depth,Designation,FF Vol,FZ Vol,Group,Height,Icemaker,MEPSApproval,Model No,Family Name,N-Standard,Star2009,SRI2009,No_Doors,S-MEPS_Ad,S-MEPScutoff,Sold_in,Submit_ID,SubmitStatus,Tot Vol,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Fixed MEPS allowance factor,Variable MEPS allowance factor,Adjusted volume,Type,Star Rating (old),Star Image Large,Star Image Small,Registration Number
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,HISENSE,275,300.0,N/A,Freezer,Chest,China,630.0,Freezer,N/A,N/A,6C,847.0,-,Labelling and MEPS,HRCF297,,AS/NZS  IEC  62552.3:2018,3.5,3.62029,N/A,N/A,416.573,"Australia,New Zealand",145316,Approved,300.0,1114.0,2027-04-26,,Class 8,Available,,,182.2,0.4375,535.71,6C,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF2843
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,HISENSE,405,500.0,N/A,Freezer,Chest,China,717.0,Freezer,N/A,N/A,6C,847.0,-,Labelling and MEPS,HRCF500,,AS/NZS  IEC  62552.3:2018,3.0,3.00033,N/A,N/A,572.822,"Australia,New Zealand",145320,Approved,500.0,1646.0,2027-04-20,,Class 8,Available,,,182.2,0.4375,892.85,6C,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF2839
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Haier,274,285.0,N/A,Freezer,Upright,China,-,Freezer,N/A,N/A,7,-,-,Labelling and MEPS,HVF325DC,HVF325D Series,AS/NZS  IEC  62552.3:2018,3.5,3.51097,N/A,N/A,498.434,"Australia,Fiji,New Zealand",145363,Approved,285.0,-,2027-03-15,,Class 10,Available,http://www.haier.com/,,296.9,0.396,508.925,7,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF2819
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Haier,274,285.0,N/A,Freezer,Upright,China,-,Freezer,N/A,N/A,7,-,-,Labelling and MEPS,HVF325DS,HVF325D Series,AS/NZS  IEC  62552.3:2018,3.5,3.51097,N/A,N/A,498.434,"Australia,Fiji,New Zealand",145363,Approved,285.0,-,2027-03-15,,Class 10,Available,http://www.haier.com/,,296.9,0.396,508.925,7,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF2819
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Haier,274,285.0,N/A,Freezer,Upright,China,-,Freezer,N/A,N/A,7,-,-,Labelling and MEPS,HVF325D Series,HVF325D Series,AS/NZS  IEC  62552.3:2018,3.5,3.51097,N/A,N/A,498.434,"Australia,Fiji,New Zealand",145363,Approved,285.0,-,2027-03-15,,Class 10,Available,http://www.haier.com/,,296.9,0.396,508.925,7,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF2819
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Haier,274,285.0,N/A,Freezer,Upright,China,-,Freezer,N/A,N/A,7,-,-,Labelling and MEPS,HVF325DW,HVF325D Series,AS/NZS  IEC  62552.3:2018,3.5,3.51097,N/A,N/A,498.434,"Australia,Fiji,New Zealand",145363,Approved,285.0,-,2027-03-15,,Class 10,Available,http://www.haier.com/,,296.9,0.396,508.925,7,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF2819
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,433,"322.0,90.0,90.0",N/A,"Fresh Food,Freezer,Freezer",Upright,China,716.0,Refrigerator/Freezer,N/A,N/A,5B,1810.0,-,Labelling and MEPS,CFD50****,CFD50****,AS/NZS  IEC  62552.3:2018,3.5,3.5776,N/A,N/A,568.859,"Australia,Fiji,New Zealand",145380,Approved,502.0,785.0,2027-05-23,,Class 6,Available,,,348.1,0.3431,643.426,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF2855
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,433,"322.0,90.0,90.0",N/A,"Fresh Food,Freezer,Freezer",Upright,China,716.0,Refrigerator/Freezer,N/A,N/A,5B,1810.0,-,Labelling and MEPS,CFD501NB,CFD50****,AS/NZS  IEC  62552.3:2018,3.5,3.5776,N/A,N/A,568.859,"Australia,Fiji,New Zealand",145380,Approved,502.0,785.0,2027-05-23,,Class 6,Available,,,348.1,0.3431,643.426,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF2855
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,433,"322.0,90.0,90.0",N/A,"Fresh Food,Freezer,Freezer",Upright,China,716.0,Refrigerator/Freezer,N/A,N/A,5B,1810.0,-,Labelling and MEPS,CFD502NBS,CFD50****,AS/NZS  IEC  62552.3:2018,3.5,3.5776,N/A,N/A,568.859,"Australia,Fiji,New Zealand",145380,Approved,502.0,785.0,2027-05-23,,Class 6,Available,,,348.1,0.3431,643.426,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF2855
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,410,"221.0,401.0",N/A,"Freezer,Fresh Food",Side by Side,China,748.0,Refrigerator/Freezer,N/A,N/A,5S,1817.0,-,Labelling and MEPS,CSS616NBSD,CSS61*N**D,AS/NZS  IEC  62552.3:2018,4.5,4.51594,N/A,N/A,590.279,"Australia,Fiji,New Zealand",145382,Approved,622.0,914.0,2027-03-14,,Class 7,Available,,,327.4,0.3304,795.64,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ARF2817
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,410,"221.0,401.0",N/A,"Freezer,Fresh Food",Side by Side,China,748.0,Refrigerator/Freezer,N/A,N/A,5S,1817.0,-,Labelling and MEPS,CSS617NBD,CSS61*N**D,AS/NZS  IEC  62552.3:2018,4.5,4.51594,N/A,N/A,590.279,"Australia,Fiji,New Zealand",145382,Approved,622.0,914.0,2027-03-14,,Class 7,Available,,,327.4,0.3304,795.64,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ARF2817
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,410,"221.0,401.0",N/A,"Freezer,Fresh Food",Side by Side,China,748.0,Refrigerator/Freezer,N/A,N/A,5S,1817.0,-,Labelling and MEPS,CSS618NWD,CSS61*N**D,AS/NZS  IEC  62552.3:2018,4.5,4.51594,N/A,N/A,590.279,"Australia,Fiji,New Zealand",145382,Approved,622.0,914.0,2027-03-14,,Class 7,Available,,,327.4,0.3304,795.64,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ARF2817
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,410,"221.0,401.0",N/A,"Freezer,Fresh Food",Side by Side,China,748.0,Refrigerator/Freezer,N/A,N/A,5S,1817.0,-,Labelling and MEPS,CSS61*N**D,CSS61*N**D,AS/NZS  IEC  62552.3:2018,4.5,4.51594,N/A,N/A,590.279,"Australia,Fiji,New Zealand",145382,Approved,622.0,914.0,2027-03-14,,Class 7,Available,,,327.4,0.3304,795.64,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ARF2817
N/A,New requirements (Household Refrigerating Appliances) 2019,Panasonic,340,"314.0,186.0",N/A,"Fresh Food,Freezer",Upright,Vietnam,750.0,Refrigerator/Freezer,N/A,N/A,5B,1730.0,-,Labelling and MEPS,NR-CW530H,,AS/NZS  IEC  62552.3:2018,4.5,4.81896,N/A,N/A,569.791,New Zealand,145388,Approved,500.0,750.0,2122-02-20,,Class 6,Available,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,348.1,0.3431,646.14,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ZRF0776
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,234,311.0,N/A,Freezer,Upright,China,770.0,Freezer,N/A,N/A,7,1570.0,-,Labelling and MEPS,CSH311NWL,,AS/NZS  IEC  62552.3:2018,4.5,4.52415,N/A,N/A,516.82,"Australia,Fiji,New Zealand",145389,Approved,311.0,710.0,2027-03-15,,Class 10,Available,,,296.9,0.396,555.353,7,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ARF2820
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,132,311.0,N/A,Fresh Food,Upright,China,770.0,Refrigerator,N/A,N/A,1,1570.0,-,Labelling and MEPS,CSH311NWL,,AS/NZS  IEC  62552.3:2018,5.0,5.01806,N/A,N/A,303.799,"Australia,Fiji,New Zealand",145404,Approved,311.0,710.0,2027-03-14,,Class 1,Available,,,219.3,0.2717,311.0,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,ARF2818
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,FISHER & PAYKEL,132,314.0,N/A,Fresh Food,Upright,Thailand,594.0,Refrigerator,N/A,N/A,1,1870.0,-,Labelling and MEPS,RS6019S2R1,,AS/NZS  IEC  62552.3:2018,5.0,5.04054,N/A,N/A,344.614,"Australia,Fiji,New Zealand",145419,Approved,314.0,592.0,2027-04-07,,Class 1,Available,,http://www.fisherpaykel.com,219.3,0.2717,314.0,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,ARF2837
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Haier,127,285.0,N/A,Fresh Food,Upright,China,-,Refrigerator,N/A,N/A,1,-,-,Labelling and MEPS,HVF325DC,HVF325D Series,AS/NZS  IEC  62552.3:2018,5.0,5.01028,N/A,N/A,296.735,"Australia,Fiji,New Zealand",145420,Approved,285.0,-,2027-03-15,,Class 1,Available,http://www.haier.com/,,219.3,0.2717,285.0,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,ARF2821
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Haier,127,285.0,N/A,Fresh Food,Upright,China,-,Refrigerator,N/A,N/A,1,-,-,Labelling and MEPS,HVF325DS,HVF325D Series,AS/NZS  IEC  62552.3:2018,5.0,5.01028,N/A,N/A,296.735,"Australia,Fiji,New Zealand",145420,Approved,285.0,-,2027-03-15,,Class 1,Available,http://www.haier.com/,,219.3,0.2717,285.0,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,ARF2821
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Haier,127,285.0,N/A,Fresh Food,Upright,China,-,Refrigerator,N/A,N/A,1,-,-,Labelling and MEPS,HVF325D Series,HVF325D Series,AS/NZS  IEC  62552.3:2018,5.0,5.01028,N/A,N/A,296.735,"Australia,Fiji,New Zealand",145420,Approved,285.0,-,2027-03-15,,Class 1,Available,http://www.haier.com/,,219.3,0.2717,285.0,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,ARF2821
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Haier,127,285.0,N/A,Fresh Food,Upright,China,-,Refrigerator,N/A,N/A,1,-,-,Labelling and MEPS,HVF325DW,HVF325D Series,AS/NZS  IEC  62552.3:2018,5.0,5.01028,N/A,N/A,296.735,"Australia,Fiji,New Zealand",145420,Approved,285.0,-,2027-03-15,,Class 1,Available,http://www.haier.com/,,219.3,0.2717,285.0,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,ARF2821
N/A,New requirements (Household Refrigerating Appliances) 2019,Sheffield,333,418.0,N/A,Freezer,Chest,China,825.0,Freezer,N/A,N/A,6C,750.0,-,Labelling and MEPS,PLA1353,,AS/NZS  IEC  62552.3:2018,3.5,3.50834,N/A,N/A,508.76,Fiji,145457,Approved,418.0,1416.0,2122-02-20,,Class 8,Available,http://www.Midea.com.cn/,,182.2,0.4375,746.423,6C,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ZRF0777
N/A,New requirements (Household Refrigerating Appliances) 2019,Living & Co,97,45.0,N/A,Fresh Food,Upright,China,485.0,Cooled appliance,N/A,N/A,2,495.0,-,Labelling and MEPS,BC-47F-F-53H,,AS/NZS  IEC  62552.3:2018,3.0,3.04633,N/A,N/A,198.304,New Zealand,145569,Approved,45.0,444.0,2122-02-26,,Class 2,Available,http://www.galanz.com,https://www.thewarehouse.co.nz/,181.4,0.2247,45.0,2,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ZRF0778
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Haier,360,"87.0,321.0,99.0",N/A,"Freezer,Fresh Food,Two-star",Upright,China,-,Cooled appliance,N/A,N/A,5T,-,No,Labelling and MEPS,HRF580YPC,HRF580YP Series,AS/NZS  IEC  62552.3:2018,4.0,4.4176,N/A,N/A,454.882,"Australia,Fiji,New Zealand",145578,Approved,507.0,-,2027-03-23,,Class 5,Available,,,256.9,0.3133,631.925,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF2824
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Haier,360,"87.0,321.0,99.0",N/A,"Freezer,Fresh Food,Two-star",Upright,China,-,Cooled appliance,N/A,N/A,5T,-,No,Labelling and MEPS,HRF580YPS,HRF580YP Series,AS/NZS  IEC  62552.3:2018,4.0,4.4176,N/A,N/A,454.882,"Australia,Fiji,New Zealand",145578,Approved,507.0,-,2027-03-23,,Class 5,Available,,,256.9,0.3133,631.925,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF2824
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Haier,360,"87.0,321.0,99.0",N/A,"Freezer,Fresh Food,Two-star",Upright,China,-,Cooled appliance,N/A,N/A,5T,-,No,Labelling and MEPS,HRF580YP Series,HRF580YP Series,AS/NZS  IEC  62552.3:2018,4.0,4.4176,N/A,N/A,454.882,"Australia,Fiji,New Zealand",145578,Approved,507.0,-,2027-03-23,,Class 5,Available,,,256.9,0.3133,631.925,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF2824
N/A,New requirements (Household Refrigerating Appliances) 2019,Living & Co,236,"210.0,68.0",N/A,"Fresh Food,Freezer",Upright,China,653.0,Refrigerator/Freezer,N/A,N/A,5T,1517.0,-,Labelling and MEPS,BCD-280WEVPH-53H,,AS/NZS  IEC  62552.3:2018,4.5,4.51849,N/A,N/A,360.736,New Zealand,145631,Approved,278.0,599.0,2122-03-11,,Class 5,Available,http://www.galanz.com,https://www.thewarehouse.co.nz/,256.9,0.3133,331.428,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ZRF0779
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,HISENSE,187,"302.0,115.0",N/A,"Fresh Food,Freezer",Upright,China,694.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,-,Labelling and MEPS,HRBM418D,,AS/NZS  IEC  62552.3:2018,7.0,7.00798,N/A,N/A,522.174,"Australia,New Zealand",145678,Approved,417.0,704.0,2027-03-31,,Class 6,Available,,,348.1,0.3431,507.356,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png,ARF2832
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,TCL,399,"324.0,181.0",N/A,"Fresh Food,Freezer",Side by Side,China,630.0,Refrigerator/Freezer,N/A,N/A,5S,1768.0,-,Labelling and MEPS,P529SB*,P529SB*,AS/NZS  IEC  62552.3:2018,4.0,4.00787,N/A,N/A,541.239,Australia,145787,Approved,505.0,920.0,2027-04-21,,Class 7,Available,http://www.tclelectronics.com.au/,http://www.tclelectronics.com.au,327.4,0.3304,647.212,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF2842
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,TCL,399,"324.0,181.0",N/A,"Fresh Food,Freezer",Side by Side,China,630.0,Refrigerator/Freezer,N/A,N/A,5S,1768.0,-,Labelling and MEPS,P529SBN,P529SB*,AS/NZS  IEC  62552.3:2018,4.0,4.00787,N/A,N/A,541.239,Australia,145787,Approved,505.0,920.0,2027-04-21,,Class 7,Available,http://www.tclelectronics.com.au/,http://www.tclelectronics.com.au,327.4,0.3304,647.212,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF2842
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,TCL,399,"324.0,181.0",N/A,"Fresh Food,Freezer",Side by Side,China,630.0,Refrigerator/Freezer,N/A,N/A,5S,1768.0,-,Labelling and MEPS,P529SBS,P529SB*,AS/NZS  IEC  62552.3:2018,4.0,4.00787,N/A,N/A,541.239,Australia,145787,Approved,505.0,920.0,2027-04-21,,Class 7,Available,http://www.tclelectronics.com.au/,http://www.tclelectronics.com.au,327.4,0.3304,647.212,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF2842
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,TCL,399,"324.0,181.0",N/A,"Fresh Food,Freezer",Side by Side,China,630.0,Refrigerator/Freezer,N/A,N/A,5S,1768.0,-,Labelling and MEPS,P529SBW,P529SB*,AS/NZS  IEC  62552.3:2018,4.0,4.00787,N/A,N/A,541.239,Australia,145787,Approved,505.0,920.0,2027-04-21,,Class 7,Available,http://www.tclelectronics.com.au/,http://www.tclelectronics.com.au,327.4,0.3304,647.212,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF2842
N/A,New requirements (Household Refrigerating Appliances) 2019,Living & Co,147,123.0,N/A,Fresh Food,Upright,China,540.0,Refrigerator,N/A,N/A,2,860.0,-,Labelling and MEPS,HS-160RNW,,AS/NZS  IEC  62552.3:2018,2.5,2.52725,N/A,N/A,218.177,New Zealand,145792,Approved,123.0,501.0,2122-03-11,,Class 2,Available,http://www.hualing.com,https://www.thewarehouse.co.nz/,181.4,0.2247,123.0,2,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ZRF0780
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,HISENSE,500,"417.0,215.0",N/A,"Fresh Food,Freezer",Side by Side,China,716.5,Refrigerator/Freezer,N/A,N/A,5S,1795.0,Yes,Labelling and MEPS,HRSBS632BW,,AS/NZS  IEC  62552.3:2018,3.5,3.52535,N/A,N/A,644.026,"Australia,New Zealand",145805,Approved,632.0,910.0,2027-06-02,,Class 7,Available,,,327.4,0.3304,800.926,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF2860
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,HELLER,342,308.0,N/A,Freezer,Chest,China,700.0,Freezer,N/A,N/A,6C,845.0,-,Labelling and MEPS,CFH316,,AS/NZS  IEC  62552.3:2018,2.5,2.58753,N/A,N/A,422.823,"Australia,Fiji,New Zealand",145981,Approved,308.0,1120.0,2027-04-25,,Class 8,Available,http://www.gafcontrol.com.au/,http://www.gafcontrol.com.au ,182.2,0.4375,549.996,6C,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF2833
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Sub-Zero,90,152.0,N/A,Fresh Food,Upright,United States of America,590.0,Refrigerator,N/A,N/A,1,876.0,-,Labelling and MEPS,ICBDEU2450R/L,ICBDEU2450R Series,IEC  62552-3:2015,5.0,5.40355,N/A,N/A,300.598,"Australia,Fiji,New Zealand",146007,Approved,152.0,610.0,2027-04-05,,Class 1,Available,http://www.subzero.com,http://www.subzero.com,219.3,0.2717,152.0,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,ARF2835
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Sub-Zero,90,152.0,N/A,Fresh Food,Upright,United States of America,590.0,Refrigerator,N/A,N/A,1,876.0,-,Labelling and MEPS,ICBDEU2450R/R,ICBDEU2450R Series,IEC  62552-3:2015,5.0,5.40355,N/A,N/A,300.598,"Australia,Fiji,New Zealand",146007,Approved,152.0,610.0,2027-04-05,,Class 1,Available,http://www.subzero.com,http://www.subzero.com,219.3,0.2717,152.0,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,ARF2835
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Sub-Zero,90,152.0,N/A,Fresh Food,Upright,United States of America,590.0,Refrigerator,N/A,N/A,1,876.0,-,Labelling and MEPS,ICBDEU2450R Series,ICBDEU2450R Series,IEC  62552-3:2015,5.0,5.40355,N/A,N/A,300.598,"Australia,Fiji,New Zealand",146007,Approved,152.0,610.0,2027-04-05,,Class 1,Available,http://www.subzero.com,http://www.subzero.com,219.3,0.2717,152.0,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,ARF2835
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Sub-Zero,68,157.0,N/A,Cellar,Upright,United States of America,590.0,Cooled appliance,N/A,N/A,1,876.0,-,Labelling and MEPS,ICBDEU2450BG/L,ICBDEU2450BG Series,IEC  62552-3:2015,5.5,5.81081,N/A,N/A,289.77,"Australia,Fiji,New Zealand",146010,Approved,157.0,610.0,2027-04-04,,Class 1,Available,http://www.subzero.com,http://www.subzero.com,219.3,0.2717,112.145,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png,ARF2834
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Sub-Zero,68,157.0,N/A,Cellar,Upright,United States of America,590.0,Cooled appliance,N/A,N/A,1,876.0,-,Labelling and MEPS,ICBDEU2450BG/R,ICBDEU2450BG Series,IEC  62552-3:2015,5.5,5.81081,N/A,N/A,289.77,"Australia,Fiji,New Zealand",146010,Approved,157.0,610.0,2027-04-04,,Class 1,Available,http://www.subzero.com,http://www.subzero.com,219.3,0.2717,112.145,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png,ARF2834
